crash_date,crash_time,borough,on_street,cross_street,contributing_factor,vehicle_type,persons_injured,persons_killed,lat,lon
2022-09-27,20:38:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.679287,-73.88668
2022-01-26,19:21:00,BROOKLYN,VAN SICLEN AVENUE,ARLINGTON AVENUE,Driver Inexperience,Sedan,2,0,40.67974,-73.89213
2022-01-07,10:30:00,BROOKLYN,JAMAICA AVENUE,MILLER AVENUE,Pavement Slippery,Dump,0,0,40.68016,-73.893196
2022-03-15,13:05:00,BROOKLYN,JEROME STREET,ARLINGTON AVENUE,Unspecified,Sedan,0,0,40.68027,-73.888535
2022-09-10,14:10:00,BROOKLYN,BUSHWICK AVENUE,STEWART STREET,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.68109,-73.90338
2022-09-29,02:00:00,BROOKLYN,BROADWAY,FURMAN AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.681377,-73.90778
2022-06-27,10:00:00,BROOKLYN,Unknown,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.68256,-73.886444
2022-06-06,00:00:00,BROOKLYN,COOPER STREET,BUSHWICK AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.684937,-73.91014
2022-02-20,12:30:00,BROOKLYN,EVERGREEN AVENUE,ELDERT STREET,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.68812,-73.9117
2022-03-22,10:12:00,BROOKLYN,ELTON STREET,FLATLANDS AVENUE,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.657642,-73.8749
2022-12-22,20:00:00,BROOKLYN,FLATLANDS AVENUE,ELTON STREET,Turning Improperly,Unknown,1,0,40.657642,-73.8749
2022-02-21,00:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.65985,-73.876495
2022-02-12,16:06:00,BROOKLYN,WORTMAN AVENUE,SHEPHERD AVENUE,Passing Too Closely,Sedan,0,0,40.661457,-73.87448
2022-04-15,17:00:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Sedan,0,0,40.661976,-73.85999
2022-03-19,04:04:00,BROOKLYN,WORTMAN AVENUE,ATKINS AVENUE,Driver Inattention/Distraction,Sedan,4,0,40.66216,-73.87284
2022-09-09,19:45:00,BROOKLYN,ATKINS AVENUE,WORTMAN AVENUE,Unspecified,Sedan,1,0,40.66216,-73.87284
2022-02-24,20:50:00,BROOKLYN,CRESCENT STREET,WORTMAN AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,2,0,40.663914,-73.86716
2022-04-15,22:54:00,BROOKLYN,ATKINS AVENUE,HEGEMAN AVENUE,Driver Inattention/Distraction,Taxi,1,0,40.66661,-73.876144
2022-08-01,16:37:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0,0,40.666676,-73.87004
2022-12-17,11:45:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Station Wagon/Sport Utility Vehicle,1,0,40.667496,-73.87069
2022-03-27,19:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.668278,-73.87825
2022-01-17,17:54:00,BROOKLYN,Unknown,Unknown,Turning Improperly,Sedan,2,0,40.668327,-73.869606
2022-09-15,18:05:00,BROOKLYN,DUMONT AVENUE,MILFORD STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.669044,-73.87578
2022-10-18,18:40:00,BROOKLYN,DUMONT AVENUE,LOGAN STREET,Failure to Yield Right-of-Way,Sedan,2,0,40.669186,-73.87479
2022-02-04,07:05:00,BROOKLYN,LINDEN BOULEVARD,ELDERTS LANE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.669456,-73.86284
2022-11-09,15:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.669495,-73.873856
2022-08-07,00:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.669518,-73.87584
2022-01-13,02:55:00,BROOKLYN,LINDEN BOULEVARD,DREW STREET,Unsafe Speed,Box Truck,0,0,40.669724,-73.86097
2022-06-25,22:45:00,BROOKLYN,LINDEN BOULEVARD,DREW STREET,Unspecified,Sedan,1,0,40.669724,-73.86097
2022-05-28,17:20:00,BROOKLYN,Unknown,Unknown,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,1,0,40.669792,-73.881676
2022-11-25,17:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.6701,-73.85829
2022-02-10,17:10:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Tractor Truck Diesel,0,0,40.67098,-73.88095
2022-06-18,02:56:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.671127,-73.88099
2022-11-30,15:30:00,BROOKLYN,LINWOOD STREET,SUTTER AVENUE,Unspecified,Flat Bed,0,0,40.67134,-73.88195
2022-03-18,15:30:00,BROOKLYN,LINWOOD STREET,SUTTER AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.67134,-73.88195
2022-08-26,21:10:00,BROOKLYN,SUTTER AVENUE,ATKINS AVENUE,Unspecified,Sedan,0,0,40.671864,-73.87834
2022-01-25,06:05:00,BROOKLYN,SUTTER AVENUE,FOUNTAIN AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.67239,-73.87463
2022-09-19,19:21:00,BROOKLYN,SUTTER AVENUE,CHESTNUT STREET,Unsafe Speed,Sedan,0,0,40.67264,-73.87281
2022-03-30,10:30:00,BROOKLYN,SUTTER AVENUE,CHESTNUT STREET,Driver Inattention/Distraction,Sedan,0,0,40.67264,-73.87281
2022-09-19,19:33:00,BROOKLYN,EUCLID AVENUE,SUTTER AVENUE,Failure to Yield Right-of-Way,E-Bike,1,0,40.672855,-73.87131
2022-12-27,15:19:00,BROOKLYN,SUTTER AVENUE,EUCLID AVENUE,Failure to Yield Right-of-Way,Sedan,1,0,40.672855,-73.87131
2022-08-28,17:00:00,BROOKLYN,SUTTER AVENUE,SHERIDAN AVENUE,Driver Inattention/Distraction,Moped,1,0,40.673676,-73.86576
2022-01-22,22:20:00,BROOKLYN,PITKIN AVENUE,ELTON STREET,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,0,0,40.67374,-73.88341
2022-07-24,14:34:00,BROOKLYN,ESSEX STREET,PITKIN AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.673992,-73.881714
2022-11-06,07:35:00,BROOKLYN,SUTTER AVENUE,FORBELL STREET,Driver Inattention/Distraction,E-Bike,1,0,40.674072,-73.863
2022-10-26,19:40:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.674088,-73.88266
2022-05-31,22:50:00,BROOKLYN,PITKIN AVENUE,MONTAUK AVENUE,Unspecified,Sedan,1,0,40.67452,-73.878044
2022-05-27,23:30:00,BROOKLYN,BELMONT AVENUE,SHERIDAN AVENUE,Unspecified,Sedan,0,0,40.67493,-73.86607
2022-09-16,19:30:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.675064,-73.88008
2022-12-23,10:14:00,BROOKLYN,GRANT AVENUE,PITKIN AVENUE,Unspecified,Sedan,0,0,40.676327,-73.86547
2022-08-16,18:30:00,BROOKLYN,PITKIN AVENUE,GRANT AVENUE,Traffic Control Disregarded,Sedan,0,0,40.676327,-73.86547
2022-05-22,23:00:00,BROOKLYN,LIBERTY AVENUE,FOUNTAIN AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.67743,-73.87591
2022-03-24,07:40:00,BROOKLYN,ATLANTIC AVENUE,ELTON STREET,Unspecified,Van,2,0,40.67809,-73.8842
2022-01-09,20:19:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.67896,-73.877235
2022-04-09,22:20:00,BROOKLYN,FORBELL STREET,LIBERTY AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.679005,-73.86423
2022-11-17,17:00:00,BROOKLYN,LIBERTY AVENUE,RUBY STREET,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.67916,-73.86235
2022-08-07,01:10:00,BROOKLYN,MONTAUK AVENUE,ATLANTIC AVENUE,Unspecified,Sedan,0,0,40.67949,-73.87927
2022-06-08,17:00:00,BROOKLYN,ELTON STREET,FULTON STREET,Failure to Yield Right-of-Way,Unknown,1,0,40.67994,-73.88468
2022-01-27,00:00:00,BROOKLYN,ATLANTIC AVENUE,LOGAN STREET,Passing or Lane Usage Improper,Box Truck,0,0,40.680016,-73.87743
2022-02-08,03:00:00,BROOKLYN,FULTON STREET,ESSEX STREET,Unspecified,Sedan,2,0,40.680504,-73.8829
2022-11-03,20:46:00,BROOKLYN,Unknown,Unknown,Unspecified,Ambulance,0,0,40.680733,-73.87253
2022-04-22,16:20:00,BROOKLYN,ATLANTIC AVENUE,EUCLID AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.681095,-73.8736
2022-12-23,20:25:00,BROOKLYN,FULTON STREET,NORWOOD AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.681675,-73.879135
2022-04-03,13:50:00,BROOKLYN,CRESCENT STREET,ATLANTIC AVENUE,Unknown,Unknown,1,0,40.681686,-73.87157
2022-02-05,19:00:00,BROOKLYN,Unknown,Unknown,Failure to Yield Right-of-Way,Bus,1,0,40.68358,-73.872475
2022-05-18,19:20:00,BROOKLYN,RIDGEWOOD AVENUE,RICHMOND STREET,Unspecified,Station Wagon/Sport Utility Vehicle,2,0,40.684322,-73.877106
2022-06-29,15:45:00,BROOKLYN,Unknown,Unknown,Unknown,Unknown,1,0,40.68528,-73.87735
2022-04-25,20:10:00,BROOKLYN,HIGHLAND BOULEVARD,JAMAICA AVENUE,Unspecified,Unknown,2,0,40.68536,-73.88221
2022-11-15,09:50:00,BROOKLYN,HIGHLAND PLACE,JAMAICA AVENUE,Alcohol Involvement,Sedan,0,0,40.68536,-73.88221
2022-01-26,15:50:00,BROOKLYN,RIDGEWOOD AVENUE,AUTUMN AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.685917,-73.87071
2022-12-20,18:12:00,BROOKLYN,RIDGEWOOD AVENUE,NICHOLS AVENUE,Turning Improperly,Taxi,1,0,40.68632,-73.869095
2022-11-22,23:40:00,BROOKLYN,EUCLID AVENUE,ETNA STREET,Following Too Closely,Sedan,0,0,40.686504,-73.874954
2022-12-02,08:00:00,BROOKLYN,HEMLOCK STREET,DANFORTH STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.686874,-73.87189
2022-02-25,16:26:00,BROOKLYN,ETNA STREET,CRESCENT STREET,Other Vehicular,Station Wagon/Sport Utility Vehicle,3,0,40.686935,-73.87323
2022-11-11,06:55:00,BROOKLYN,JAMAICA AVENUE,CHESTNUT STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.688084,-73.876686
2022-05-22,11:52:00,BROOKLYN,Unknown,Unknown,Unspecified,Taxi,0,0,40.688328,-73.876205
2022-05-22,04:30:00,BROOKLYN,CYPRESS HILL STREET,JAMAICA AVENUE,Traffic Control Disregarded,Sedan,0,0,40.68856,-73.87572
2022-02-10,14:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.689514,-73.87157
2022-07-14,07:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.618023,-74.02656
2022-06-14,13:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.618984,-74.028366
2022-03-26,07:05:00,BROOKLYN,Unknown,Unknown,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.620525,-74.03228
2022-09-01,17:13:00,BROOKLYN,86 STREET,5 AVENUE,Drugs (illegal),Sedan,1,0,40.62149,-74.02622
2022-05-16,08:48:00,BROOKLYN,Unknown,Unknown,Drugs (illegal),Sedan,1,0,40.621597,-74.02479
2022-10-21,07:42:00,BROOKLYN,89 STREET,RIDGE BOULEVARD,Failure to Yield Right-of-Way,Pick-up Truck,1,0,40.622,-74.03461
2022-04-09,15:40:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.623154,-74.02985
2022-01-29,05:20:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.6234,-74.02812
2022-03-12,02:40:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Sedan,0,0,40.623684,-74.03543
2022-04-16,11:30:00,BROOKLYN,86 STREET,RIDGE BOULEVARD,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.624096,-74.03375
2022-03-22,17:53:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.62414,-74.0373
2022-09-29,16:05:00,BROOKLYN,80 STREET,5 AVENUE,Passing Too Closely,Sedan,0,0,40.62578,-74.02416
2022-07-17,17:25:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Station Wagon/Sport Utility Vehicle,0,0,40.626152,-74.02996
2022-02-21,04:30:00,BROOKLYN,83 STREET,RIDGE BOULEVARD,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.626328,-74.03284
2022-04-27,11:05:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.62688,-74.02298
2022-06-03,15:43:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.626896,-74.029655
2022-12-13,17:50:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,1,0,40.628674,-74.02004
2022-06-20,11:39:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.6299,-74.025
2022-09-29,19:18:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.630505,-74.039696
2022-07-23,21:40:00,BROOKLYN,5 AVENUE,OVINGTON AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.63258,-74.021385
2022-01-15,12:07:00,BROOKLYN,71 STREET,NARROWS AVENUE,Backing Unsafely,Bus,1,0,40.636105,-74.03473
2022-01-02,15:28:00,BROOKLYN,Unknown,Unknown,Turning Improperly,Station Wagon/Sport Utility Vehicle,0,0,40.636566,-74.031586
2022-08-21,17:04:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Van,0,0,40.613594,-73.9532
2022-10-04,17:18:00,BROOKLYN,Unknown,Unknown,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.618977,-73.94345
2022-03-24,10:43:00,BROOKLYN,AVENUE L,EAST 22 STREET,Driver Inattention/Distraction,Sedan,1,0,40.621162,-73.95354
2022-05-11,08:07:00,BROOKLYN,AVENUE L,EAST 24 STREET,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.62137,-73.951675
2022-03-02,12:20:00,BROOKLYN,AVENUE K,EAST 27 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.624073,-73.94928
2022-02-05,21:11:00,BROOKLYN,AVENUE K,EAST 29 STREET,Alcohol Involvement,Sedan,1,0,40.624275,-73.947426
2022-08-01,04:19:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.62507,-73.94021
2022-06-19,17:00:00,BROOKLYN,NOSTRAND AVENUE,AVENUE J,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.62677,-73.946884
2022-06-14,07:13:00,BROOKLYN,AVENUE J,EAST 37 STREET,Driver Inattention/Distraction,Sedan,1,0,40.6274,-73.94029
2022-01-02,10:35:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.627632,-73.95383
2022-12-17,21:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.62771,-73.949036
2022-03-06,11:12:00,BROOKLYN,Unknown,Unknown,Lost Consciousness,Sedan,0,0,40.629063,-73.93478
2022-02-18,18:10:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Bus,0,1,40.631565,-73.94635
2022-05-03,06:43:00,BROOKLYN,FLATBUSH AVENUE,NOSTRAND AVENUE,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.632885,-73.94771
2022-01-24,11:30:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.63322,-73.94477
2022-06-12,01:20:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.634014,-73.94889
2022-08-24,06:20:00,BROOKLYN,EAST 40 STREET,GLENWOOD ROAD,Unspecified,Convertible,0,0,40.63459,-73.93825
2022-04-09,20:30:00,BROOKLYN,FARRAGUT ROAD,EAST 22 STREET,Unspecified,Sedan,2,0,40.635506,-73.956245
2022-01-28,19:04:00,BROOKLYN,FARRAGUT ROAD,EAST 29 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.636208,-73.94899
2022-02-03,18:13:00,BROOKLYN,FARRAGUT ROAD,NEW YORK AVENUE,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.636448,-73.94513
2022-01-29,00:35:00,BROOKLYN,BROOKLYN AVENUE,FARRAGUT ROAD,Driver Inattention/Distraction,Sedan,0,0,40.636627,-73.94226
2022-05-20,07:40:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.63771,-73.948166
2022-07-09,15:29:00,BROOKLYN,BROOKLYN AVENUE,FOSTER AVENUE,Unspecified,Sedan,1,0,40.638966,-73.94251
2022-09-14,19:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.70208,-73.95704
2022-02-05,22:20:00,BROOKLYN,WILLIAMSBURG STREET WEST,BEDFORD AVENUE,Following Too Closely,Sedan,0,0,40.703434,-73.96035
2022-01-17,09:39:00,BROOKLYN,Unknown,Unknown,Following Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.704323,-73.95654
2022-08-20,12:25:00,BROOKLYN,Unknown,Unknown,Following Too Closely,Sedan,0,0,40.70433,-73.95841
2022-09-09,19:00:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Bike,1,0,40.704903,-73.95244
2022-07-13,15:40:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.705315,-73.961075
2022-05-03,12:00:00,BROOKLYN,Unknown,Unknown,View Obstructed/Limited,Pick-up Truck,1,0,40.70655,-73.95248
2022-04-26,13:50:00,BROOKLYN,DIVISION AVENUE,HARRISON AVENUE,Reaction to Uninvolved Vehicle,Tractor Truck Diesel,0,0,40.70697,-73.95475
2022-12-22,02:00:00,BROOKLYN,TAYLOR STREET,LEE AVENUE,Fell Asleep,Station Wagon/Sport Utility Vehicle,0,0,40.706997,-73.96137
2022-02-17,07:30:00,BROOKLYN,Unknown,Unknown,View Obstructed/Limited,Sedan,1,0,40.70709,-73.959984
2022-12-08,01:16:00,BROOKLYN,DIVISION AVENUE,WILSON STREET,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0,0,40.70735,-73.959404
2022-07-28,13:30:00,BROOKLYN,KEAP STREET,SOUTH 4 STREET,Following Too Closely,Sedan,0,0,40.7089,-73.95473
2022-05-11,19:09:00,BROOKLYN,MARCY AVENUE,SOUTH 5 STREET,Turning Improperly,Motorcycle,1,0,40.70908,-73.9575
2022-01-29,13:30:00,BROOKLYN,SOUTH 2 STREET,UNION AVENUE,Oversized Vehicle,Sedan,0,0,40.70914,-73.950836
2022-02-02,16:40:00,BROOKLYN,Unknown,Unknown,Failure to Yield Right-of-Way,Sedan,0,0,40.70915,-73.9591
2022-09-28,17:45:00,BROOKLYN,BROADWAY,SOUTH 8 STREET,Unspecified,Sedan,0,0,40.709167,-73.96083
2022-10-04,13:50:00,BROOKLYN,BROADWAY,DRIGGS AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.70992,-73.9623
2022-09-18,11:15:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Moped,0,0,40.710094,-73.95848
2022-10-25,03:10:00,BROOKLYN,SOUTH 6 STREET,BEDFORD AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.710476,-73.963844
2022-10-31,03:45:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Tanker,0,0,40.7107,-73.961685
2022-04-02,03:24:00,BROOKLYN,UNION AVENUE,GRAND STREET,Driver Inattention/Distraction,Sedan,1,0,40.710957,-73.951126
2022-02-26,23:00:00,BROOKLYN,KEAP STREET,GRAND STREET,Driver Inattention/Distraction,Sedan,0,0,40.71142,-73.95313
2022-01-16,00:07:00,BROOKLYN,GRAND STREET,KEAP STREET,Driver Inattention/Distraction,Tractor Truck Gasoline,0,0,40.71142,-73.95313
2022-04-09,11:46:00,BROOKLYN,BUSHWICK AVENUE,GRAND STREET,Oversized Vehicle,Bus,1,0,40.71196,-73.9407
2022-08-02,20:38:00,BROOKLYN,SOUTH 2 STREET,ROEBLING STREET,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1,0,40.712162,-73.95907
2022-12-29,10:05:00,BROOKLYN,AINSLIE STREET,UNION AVENUE,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.7124,-73.95136
2022-09-29,08:20:00,BROOKLYN,POWERS STREET,HUMBOLDT STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.712536,-73.94236
2022-02-15,21:00:00,BROOKLYN,AINSLIE STREET,LORIMER STREET,Driver Inattention/Distraction,Sedan,0,0,40.712612,-73.94914
2022-12-03,12:30:00,BROOKLYN,LEONARD STREET,DEVOE STREET,Driver Inattention/Distraction,Sedan,1,0,40.713478,-73.9476
2022-02-17,12:39:00,BROOKLYN,BEDFORD AVENUE,SOUTH 1 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.713898,-73.961685
2022-02-11,16:50:00,BROOKLYN,Unknown,Unknown,Oversized Vehicle,Carry All,0,0,40.714054,-73.952446
2022-10-12,23:15:00,BROOKLYN,LORIMER STREET,METROPOLITAN AVENUE,Unsafe Speed,Sedan,1,0,40.714066,-73.94938
2022-05-07,03:05:00,BROOKLYN,METROPOLITAN AVENUE,MARCY AVENUE,Following Too Closely,Sedan,0,0,40.71407,-73.954346
2022-06-16,18:15:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.714134,-73.9485
2022-06-26,00:15:00,BROOKLYN,METROPOLITAN AVENUE,NORTH 4 STREET,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0,0,40.714157,-73.956276
2022-10-14,12:00:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Sedan,2,0,40.714165,-73.94836
2022-04-04,17:15:00,BROOKLYN,VANDERVORT AVENUE,METROPOLITAN AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.714382,-73.93345
2022-03-01,11:00:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0,0,40.715023,-73.94676
2022-04-15,23:42:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.71553,-73.95257
2022-10-03,12:40:00,BROOKLYN,MASPETH AVENUE,OLIVE STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.716064,-73.939026
2022-11-29,07:50:00,BROOKLYN,HUMBOLDT STREET,SKILLMAN AVENUE,Passing or Lane Usage Improper,Sedan,0,0,40.716095,-73.94294
2022-01-18,15:45:00,BROOKLYN,Unknown,Unknown,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,0,0,40.716522,-73.93732
2022-07-25,15:10:00,BROOKLYN,GRAHAM AVENUE,JACKSON STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.71665,-73.94474
2022-11-15,14:00:00,BROOKLYN,HUMBOLDT STREET,JACKSON STREET,Driver Inattention/Distraction,Sedan,1,0,40.716805,-73.94306
2022-08-13,08:10:00,BROOKLYN,JACKSON STREET,HUMBOLDT STREET,Fell Asleep,Sedan,0,0,40.716805,-73.94306
2022-08-07,05:27:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.718117,-73.94328
2022-04-15,13:20:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Box Truck,1,0,40.718224,-73.95078
2022-09-06,07:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.718594,-73.93533
2022-11-22,19:10:00,BROOKLYN,Unknown,Unknown,Backing Unsafely,Sedan,0,0,40.718765,-73.953316
2022-11-19,00:00:00,BROOKLYN,Unknown,Unknown,Unknown,Unknown,1,0,40.654163,-73.91154
2022-05-29,18:00:00,BROOKLYN,Unknown,Unknown,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,0,0,40.654163,-73.91154
2022-06-14,19:00:00,BROOKLYN,LINDEN BOULEVARD,EAST 96 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.65417,-73.913765
2022-06-24,19:40:00,BROOKLYN,LINDEN BOULEVARD,EAST 96 STREET,Unspecified,Sedan,0,0,40.65417,-73.913765
2022-01-27,17:28:00,BROOKLYN,LINDEN BOULEVARD,BOYLAND STREET,Unspecified,Bus,0,0,40.65431,-73.90975
2022-04-18,15:02:00,BROOKLYN,LINDEN BOULEVARD,ROCKAWAY AVENUE,Unspecified,Sedan,1,0,40.65474,-73.90693
2022-07-19,09:04:00,BROOKLYN,HEGEMAN AVENUE,ROCKAWAY AVENUE,Unspecified,Sedan,1,0,40.656273,-73.90731
2022-05-31,14:14:00,BROOKLYN,EAST 92 STREET,KINGS HIGHWAY,Unspecified,Sedan,1,0,40.65634,-73.92137
2022-03-18,15:35:00,BROOKLYN,LENOX ROAD,EAST 92 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.65701,-73.92212
2022-01-06,00:50:00,BROOKLYN,KINGS HIGHWAY,EAST 93 STREET,Other Vehicular,Sedan,0,0,40.657173,-73.921074
2022-12-08,08:30:00,BROOKLYN,LINDEN BOULEVARD,JUNIUS STREET,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1,0,40.657207,-73.9003
2022-06-22,23:32:00,BROOKLYN,LINDEN BOULEVARD,POWELL STREET,Unspecified,Sedan,1,0,40.657227,-73.900764
2022-05-14,13:54:00,BROOKLYN,NEW LOTS AVENUE,CHRISTOPHER AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.657536,-73.902756
2022-07-07,03:29:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Sedan,0,0,40.657738,-73.90917
2022-01-27,19:17:00,BROOKLYN,KINGS HIGHWAY,EAST 95 STREET,Unspecified,Sedan,0,0,40.658836,-73.92046
2022-10-27,23:45:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.65888,-73.91612
2022-11-27,17:59:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,2,0,40.659542,-73.90764
2022-08-21,22:52:00,BROOKLYN,EAST 98 STREET,GRAFTON STREET,Unsafe Speed,Sedan,0,0,40.659744,-73.91708
